frame,frame,y,x,bottom,right,class,class_str,score,,,scoress,,,frame,,tem,,,Emotion
1657,1657,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1657,,,,,
1658,1658,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1658,,,,,
1659,1659,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1659,,,,,
1660,1660,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1660,,,,,
1661,1661,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1661,,,,,
1662,1662,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1662,,,,,
1663,1663,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1663,,,,,
1664,1664,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1664,,,,,
1665,1665,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1665,,,,,
1666,1666,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1666,,,,,
1667,1667,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1667,,,,,
1668,1668,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1668,,,,,
1669,1669,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1669,,,,,
1670,1670,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1670,,,,,
1671,1671,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1671,,,,,
1672,1672,0.09390679,0.37902814,0.46780697,0.6082592,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.55845684,,,,,,1672,,,,,
1673,1673,0.0100981,0.6941812,0.6808915,0.8269578,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.32207647,,,,,,1673,,,,,
1674,1674,0.29710084,0.001875818,0.9471447,0.3032089,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.21252994,,,,,,1674,,,,,
1675,1675,0.2960392,0.001842082,0.9473196,0.30319527,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.22389697,,,,,,1675,,,,,
1676,1676,0.012335837,0.6969006,0.673033,0.8307167,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.2031546,,,,,,1676,,,,,
1677,1677,0.29641107,0.001757309,0.94851065,0.3033024,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2204743,,,,,,1677,,,,,
1678,1678,0.012390435,0.69715613,0.6722037,0.83085495,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.2009718,,,,,,1678,,,,,
1679,1679,0.005493552,0.6963767,0.6773344,0.82663524,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.26252508,,,,,,1679,,,,,
1680,1680,0.2955076,0.0026218,0.9434784,0.30230823,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.21743113,,,,,,1680,,,,,
1681,1681,0.006620228,0.69628996,0.6753413,0.825496,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.2709965,,,,,,1681,,,,,
1682,1682,0.29546848,0.002664685,0.9433222,0.30222902,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.21403734,,,,,,1682,,,,,
1683,1683,0.2955545,0.00309439,0.94261277,0.30250466,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.21530914,,,,,,1683,,,,,
1684,1684,0.29544225,0.003052086,0.94273484,0.3025103,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.21712078,,,,,,1684,,,,,
1685,1685,0.29033378,0.012631401,0.9070709,0.280635,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.22250757,,,,,,1685,,,,,
1686,1686,0.29053628,0.012981564,0.9055939,0.28048128,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.22438549,,,,,,1686,,,,,
1687,1687,0.29523727,0.002250761,0.94334984,0.30365786,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.24160197,,,,,,1687,,,,,
1688,1688,0.29532722,0.002236575,0.9430449,0.30363104,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23870751,,,,,,1688,,,,,
1689,1689,0.29531437,0.002400741,0.9427721,0.30343795,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23462692,,,,,,1689,,,,,
1690,1690,0.2953576,0.002376452,0.9426558,0.30347127,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23011555,,,,,,1690,,,,,
1691,1691,0.2909648,0.012422025,0.9022788,0.28002954,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.21787478,,,,,,1691,,,,,
1692,1692,0.2911201,0.012627825,0.90146655,0.2798534,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.21796192,,,,,,1692,,,,,
1693,1693,0.29079908,0.012704879,0.90195066,0.28004837,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.21935406,,,,,,1693,,,,,
1694,1694,0.29084617,0.01278995,0.9004161,0.2800017,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.21839614,,,,,,1694,,,,,
1695,1695,0.29103208,0.013351858,0.90533304,0.2800311,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.22559448,,,,,,1695,,,,,
1696,1696,0.29138085,0.013924807,0.9022807,0.28006896,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.22082627,,,,,,1696,,,,,
1697,1697,0.2912407,0.014059812,0.9040532,0.28015578,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.22870114,,,,,,1697,,,,,
1698,1698,0.29122695,0.014061749,0.9075484,0.28045678,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2318847,,,,,,1698,,,,,
1699,1699,0.29131964,0.013928071,0.89980316,0.28014076,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.24079517,,,,,,1699,,,,,
1700,1700,0.2949025,0.003310472,0.93873984,0.3020733,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23337255,,,,,,1700,,,,,
1701,1701,0.2949557,0.003992513,0.9394764,0.30210435,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.22423361,,,,,,1701,,,,,
1702,1702,0.2942035,0.003675312,0.9419882,0.30286586,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23361416,,,,,,1702,,,,,
1703,1703,0.29482928,0.004176468,0.9398279,0.30244774,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.24867927,,,,,,1703,,,,,
1704,1704,0.2950413,0.00410752,0.93959427,0.30256832,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23743686,,,,,,1704,,,,,
1705,1705,0.2947738,0.003864288,0.9412036,0.30266467,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.22771913,,,,,,1705,,,,,
1706,1706,0.29478917,0.004072383,0.9405949,0.30257618,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23112836,,,,,,1706,,,,,
1707,1707,0.2962166,0.003833666,0.9400933,0.30277503,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.254367,,,,,,1707,,,,,
1708,1708,0.2961535,0.003715351,0.93952805,0.30271345,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2534379,,,,,,1708,,,,,
1709,1709,0.29550493,0.003226534,0.93854606,0.30280483,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23775832,,,,,,1709,,,,,
1710,1710,0.29537055,0.003111094,0.93842506,0.3023616,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2288415,,,,,,1710,,,,,
1711,1711,0.29097664,0.013976365,0.89028597,0.2796774,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.20409742,,,,,,1711,,,,,
1712,1712,0.29073688,0.013924897,0.8937137,0.2796345,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.20437457,,,,,,1712,,,,,
1713,1713,0.29072887,0.013932183,0.893495,0.27962875,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.20440301,,,,,,1713,,,,,
1714,1714,0.09431794,0.37962848,0.4682376,0.6080859,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50831,,,,,,1714,,,,,
1715,1715,0.09429897,0.37964728,0.4681357,0.6080916,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.5066786,,,,,,1715,,,,,
1716,1716,0.09428178,0.37965834,0.46813738,0.6080906,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50555086,,,,,,1716,,,,,
1717,1717,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1717,,,,,
1718,1718,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1718,,,,,
1719,1719,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1719,,,,,
1720,1720,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1720,,,,,
1721,1721,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1721,,,,,
1722,1722,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1722,,,,,
1723,1723,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1723,,,,,
1724,1724,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1724,,,,,
1725,1725,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1725,,,,,
1726,1726,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,,,,1726,,,,,
1727,1727,0.23324853,0.6791861,0.63045824,0.7672547,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.2315905,,,,,,1727,,,,,
1728,1728,0.23361382,0.6797866,0.626493,0.76708597,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.23165858,,,,,,1728,,,,,
1729,1729,0.31264114,0.31171495,0.60036314,0.3833992,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.41304368,,,,,,1729,,,,,
1730,1730,0.31258965,0.3117426,0.6003331,0.38342226,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.41756198,,,,,,1730,,,,,
1731,1731,0.3121506,0.31128755,0.5979592,0.3834599,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.43515986,,,,,,1731,,,,,
1732,1732,0.31209606,0.31125158,0.5978322,0.38346297,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.44092506,,,,,,1732,,,,,
1733,1733,0.31666097,0.30860424,0.64554036,0.3955381,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.44271976,,,,,,1733,,,,,
1734,1734,0.3181525,0.3077012,0.64440954,0.3951353,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.42892623,,,,,,1734,,,,,
1735,1735,0.31706744,0.3086091,0.64485824,0.3956165,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.43937647,,,,,,1735,,,,,
1736,1736,0.31709778,0.3087089,0.6444427,0.39541477,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.43976188,,,,,,1736,,,,,
1737,1737,0.30082008,0.341665,0.6632031,0.4401628,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.55300105,,,,,,1737,,,,,
1738,1738,0.3014146,0.342538,0.66164297,0.44053704,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5430963,,,,,,1738,,,,,
1739,1739,0.30411488,0.35329637,0.64712346,0.45044407,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5386491,,,,,,1739,,,,,
1740,1740,0.30383694,0.3516294,0.6478303,0.45084724,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5462782,,,,,,1740,,,,,
1741,1741,0.31713206,0.35530382,0.6437407,0.46302783,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5155349,,,,,,1741,,,,,
1742,1742,0.38049734,0.33304757,0.6760982,0.47105193,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.2007579,,,,,,1742,,,,,
1743,1743,0.31716496,0.35543323,0.64460164,0.4630751,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.49798837,,,,,,1743,,,,,
1744,1744,0.31718498,0.3549512,0.6451507,0.4630468,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5074518,,,,,,1744,,,,,
1745,1745,0.31736892,0.35507306,0.6450435,0.46307346,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.50692606,,,,,,1745,,,,,
1746,1746,0.33978623,0.3711374,0.69631404,0.49126628,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5683907,,,,,,1746,,,,,
1747,1747,0.33997822,0.37046957,0.6950624,0.49054188,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6064167,,,,,,1747,,,,,
1748,1748,0.34390533,0.3908744,0.6833401,0.49788713,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.7047791,,,,,,1748,,,,,
1749,1749,0.34435043,0.39123794,0.6839467,0.49796703,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.7089793,,,,,,1749,,,,,
1750,1750,0.33849293,0.4188037,0.6616604,0.5050387,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5830589,,,,,,1750,,,,,
1751,1751,0.20956224,0.03610623,0.9812446,0.99205565,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22764418,,,,,,1751,,,,,
1752,1752,0.33843863,0.41862622,0.6615342,0.50500953,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5855583,,,,,,1752,,,,,
1753,1753,0.21005207,0.03574568,0.98124975,0.9917794,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22748329,,,,,,1753,,,,,
1754,1754,0.33826023,0.4183588,0.6613066,0.50502264,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5995281,,,,,,1754,,,,,
1755,1755,0.2064963,0.035553843,0.9810831,0.9909203,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22823626,,,,,,1755,,,,,
1756,1756,0.3382864,0.41853487,0.6611405,0.5049881,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.59575945,,,,,,1756,,,,,
1757,1757,0.20629856,0.03532335,0.9811301,0.9908807,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22959289,,,,,,1757,,,,,
1758,1758,0.5375652,0.45237288,0.6795128,0.534235,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.20058137,,,,,,1758,,,,,
1759,1759,0.32460555,0.43462005,0.6464484,0.53008664,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.52488476,,,,,,1759,,,,,
1760,1760,0.15781161,0.03943789,0.9778007,0.98764384,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22088644,,,,,,1760,,,,,
1761,1761,0.32409245,0.43478066,0.6468846,0.53025126,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5328035,,,,,,1761,,,,,
1762,1762,0.16205233,0.03892067,0.97905236,0.98962164,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22468767,,,,,,1762,,,,,
1763,1763,0.34787816,0.43770042,0.6803934,0.5467024,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.7459561,,,,,,1763,,,,,
1764,1764,0.40931475,0.41058135,0.6817503,0.52534914,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.3364101,,,,,,1764,,,,,
1765,1765,0.14446142,0.043819338,0.978029,0.9886608,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.208872,,,,,,1765,,,,,
1766,1766,0.3482647,0.4382367,0.6805872,0.5463147,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.7369621,,,,,,1766,,,,,
1767,1767,0.40978038,0.4103327,0.68236494,0.5254198,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.33128944,,,,,,1767,,,,,
1768,1768,0.1488421,0.043854862,0.97815907,0.9884654,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.20775728,,,,,,1768,,,,,
1769,1769,0.3517816,0.45977047,0.676358,0.5533389,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.70428455,,,,,,1769,,,,,
1770,1770,0.11344877,0.042742252,0.9610225,0.9552403,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.24380895,,,,,,1770,,,,,
1771,1771,0.41461307,0.4208938,0.6804405,0.5250883,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.22935395,,,,,,1771,,,,,
1772,1772,0.3519377,0.45989627,0.67637485,0.55322486,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.70278925,,,,,,1772,,,,,
1773,1773,0.11316967,0.042865932,0.9611052,0.9550008,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.2440282,,,,,,1773,,,,,
1774,1774,0.41442633,0.42096126,0.6802771,0.5250207,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.22988726,,,,,,1774,,,,,
1775,1775,0.3515228,0.4612616,0.6764704,0.553567,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.69648665,,,,,,1775,,,,,
1776,1776,0.11196038,0.04078242,0.9619899,0.9561262,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.2561104,,,,,,1776,,,,,
1777,1777,0.4159158,0.42003292,0.6807404,0.52525663,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.22253393,,,,,,1777,,,,,
1778,1778,0.35161597,0.4611992,0.6766177,0.5536216,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.69775873,,,,,,1778,,,,,
1779,1779,0.11176783,0.0410358,0.96159524,0.95605135,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.25630066,,,,,,1779,,,,,
1780,1780,0.41582733,0.41995174,0.6807551,0.525295,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.22214007,,,,,,1780,,,,,
1781,1781,0.34762567,0.4878651,0.6512645,0.56319535,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.56906694,,,,,,1781,,,,,
1782,1782,0.10982275,0.022954673,0.9717301,0.9762007,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.27996048,,,,,,1782,,,,,
1783,1783,0.34719425,0.48695067,0.65146035,0.5631727,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.57064784,,,,,,1783,,,,,
1784,1784,0.10826534,0.021087795,0.9725285,0.9766544,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.28838775,,,,,,1784,,,,,
1785,1785,0.3471604,0.4869163,0.6514733,0.56322336,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5753504,,,,,,1785,,,,,
1786,1786,0.1081247,0.02183956,0.9724479,0.97631115,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.28583902,,,,,,1786,,,,,
1787,1787,0.34699905,0.48679048,0.65160483,0.56331235,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.57882273,,,,,,1787,,,,,
1788,1788,0.10774091,0.021383673,0.97251606,0.97661555,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.28620514,,,,,,1788,,,,,
1789,1789,0.36184207,0.5028991,0.64776444,0.60299224,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.3294558,,,,,,1789,,,,,
1790,1790,0.2975507,0.002993703,0.93782103,0.30112606,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.253079,,,,,,1790,,,,,
1791,1791,0.18716875,0.044875562,0.98053706,0.99446267,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22829685,,,,,,1791,,,,,
1792,1792,0.36182505,0.50259906,0.6479525,0.6029431,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.33156437,,,,,,1792,,,,,
1793,1793,0.29731864,0.003130391,0.9372954,0.3009709,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.25486645,,,,,,1793,,,,,
1794,1794,0.1858963,0.045300245,0.98033583,0.9944122,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22746523,,,,,,1794,,,,,
1795,1795,0.36183938,0.5030119,0.6486962,0.603293,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.33611044,,,,,,1795,,,,,
1796,1796,0.29691386,0.003132537,0.9378872,0.30059117,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.25726596,,,,,,1796,,,,,
1797,1797,0.1857461,0.043557644,0.98100054,0.99481475,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.23753405,,,,,,1797,,,,,
1798,1798,0.36169878,0.50315243,0.6485293,0.6032184,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.33642682,,,,,,1798,,,,,
1799,1799,0.2967532,0.00314194,0.938424,0.3006508,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2565626,,,,,,1799,,,,,
1800,1800,0.18658304,0.042922914,0.9810568,0.99486786,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.23992787,,,,,,1800,,,,,
1801,1801,0.36412996,0.5305823,0.6440467,0.6097951,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.43686843,,,,,,1801,,,,,
1802,1802,0.1875658,0.041733533,0.98265314,0.9958365,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.2765846,,,,,,1802,,,,,
1803,1803,0.29595762,0.003481373,0.938662,0.3004706,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.25631455,,,,,,1803,,,,,
1804,1804,0.36429325,0.5308633,0.6431519,0.6099112,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.4244156,,,,,,1804,,,,,
1805,1805,0.19055876,0.041014254,0.9827341,0.99581784,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.27462694,,,,,,1805,,,,,
1806,1806,0.2967419,0.003454059,0.93843454,0.30062756,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2603062,,,,,,1806,,,,,
1807,1807,0.37701085,0.3720324,0.99564314,0.9957131,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.20032208,,,,,,1807,,,,,
1808,1808,0.35585213,0.54878914,0.64980876,0.6380961,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.3619331,,,,,,1808,,,,,
1809,1809,0.29649535,0.004612982,0.93833756,0.30140883,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.24931139,,,,,,1809,,,,,
1810,1810,0.22046307,0.06082818,0.983716,0.9961271,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.23227264,,,,,,1810,,,,,
1811,1811,0.5545862,0.5717854,0.65140903,0.62698466,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.20788623,,,,,,1811,,,,,
1812,1812,0.3555379,0.54880553,0.6490153,0.6381667,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.37191615,,,,,,1812,,,,,
1813,1813,0.2960039,0.00494647,0.93742406,0.30089244,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.24933575,,,,,,1813,,,,,
1814,1814,0.2131021,0.060275048,0.98332846,0.9958925,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.23435102,,,,,,1814,,,,,
1815,1815,0.5550067,0.57166463,0.65135485,0.62703854,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.20882481,,,,,,1815,,,,,
1816,1816,0.34223908,0.5529831,0.6473865,0.64615613,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6432217,,,,,,1816,,,,,
1817,1817,0.2954662,0.005078614,0.94045854,0.30106717,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2736909,,,,,,1817,,,,,
1818,1818,0.34219533,0.552937,0.64732647,0.64623207,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6402714,,,,,,1818,,,,,
1819,1819,0.2955821,0.005067095,0.9407923,0.30100203,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27526614,,,,,,1819,,,,,
1820,1820,0.34223786,0.55286103,0.64728916,0.64634377,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6411626,,,,,,1820,,,,,
1821,1821,0.29505593,0.005149573,0.9410232,0.30082312,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27065772,,,,,,1821,,,,,
1822,1822,0.34227097,0.5528807,0.6472506,0.6464334,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6403734,,,,,,1822,,,,,
1823,1823,0.29504824,0.005159929,0.94114065,0.30076408,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2705052,,,,,,1823,,,,,
1824,1824,0.3426966,0.5531163,0.6459599,0.6469842,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.63043106,,,,,,1824,,,,,
1825,1825,0.29490247,0.005289927,0.9409894,0.30066878,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2698208,,,,,,1825,,,,,
1826,1826,0.34251142,0.5527132,0.6463329,0.6470905,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6255914,,,,,,1826,,,,,
1827,1827,0.29526466,0.005288914,0.9417928,0.30098736,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27933717,,,,,,1827,,,,,
1828,1828,0.34783268,0.5699529,0.64038444,0.6536667,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5267052,,,,,,1828,,,,,
1829,1829,0.2950518,0.005080506,0.9415642,0.30104238,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.26888514,,,,,,1829,,,,,
1830,1830,0.3477909,0.56980455,0.64028776,0.6538162,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.48944098,,,,,,1830,,,,,
1831,1831,0.29545838,0.005302534,0.94069976,0.30119246,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27022874,,,,,,1831,,,,,
1832,1832,0.29534167,0.005008414,0.9392014,0.30145657,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.26381096,,,,,,1832,,,,,
1833,1833,0.12977222,0.061579227,0.96966493,0.97436905,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.21980307,,,,,,1833,,,,,
1834,1834,0.2954593,0.004788861,0.94030225,0.3015824,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.26568502,,,,,,1834,,,,,
